component,context,state,kind,subkind,requirement,threshold,ratio,verdict,project_bar_3,element,fg_token,fg_rendered,bg_token,bg_rendered,font_px,font_weight,large,count,fg_chain,bg_chain,path,text
data-table,light,default,text,text,required,4.5,16.4,PASS,PASS,onyx-data-table › span,--ui-data-table-header-text,#0f172a,--ui-data-table-header-bg,#eff6ff,16,600,false,3,--ui-data-table-header-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th > button.ui-dt__sort > span,Name
data-table,light,default,non-text,glyph,required,3,2.36,FAIL,FAIL,onyx-data-table › span.ui-dt__sort-icon glyph,--ui-data-table-sort-indicator,#94a3b8,--ui-data-table-header-bg,#eff6ff,16,600,false,3,--ui-data-table-sort-indicator → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th > button.ui-dt__sort > span.ui-dt__sort-icon,↕
data-table,light,default,text,text,required,4.5,16.4,PASS,PASS,div.ui-dt__cell--end › span,--ui-data-table-header-text,#0f172a,--ui-data-table-header-bg,#eff6ff,16,600,false,2,--ui-data-table-header-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th.ui-dt__cell--end > button.ui-dt__sort > span,Role
data-table,light,default,non-text,glyph,required,3,2.36,FAIL,FAIL,div.ui-dt__cell--end › span.ui-dt__sort-icon glyph,--ui-data-table-sort-indicator,#94a3b8,--ui-data-table-header-bg,#eff6ff,16,600,false,2,--ui-data-table-sort-indicator → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th.ui-dt__cell--end > button.ui-dt__sort > span.ui-dt__sort-icon,↕
data-table,light,default,non-text,border-b,informational,,1.23,INFO,FAIL,onyx-data-table › div.ui-dt__tr border-b,--ui-data-table-row-border,#e2e8f0,--ui-data-table-bg,#ffffff,,,,21,--ui-data-table-row-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-data-table-bg → --ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__body > div.ui-dt__tr,
data-table,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-data-table › div.ui-dt__td,--ui-data-table-text,#0f172a,--ui-data-table-bg,#ffffff,16,400,false,50,--ui-data-table-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-data-table-bg → --ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__body > div.ui-dt__tr > div.ui-dt__td,Ada Lovelace
data-table,light,default,text,text,required,4.5,17.85,PASS,PASS,div.ui-dt__cell--end,--ui-data-table-text,#0f172a,--ui-data-table-bg,#ffffff,16,400,false,25,--ui-data-table-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-data-table-bg → --ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__body > div.ui-dt__tr > div.ui-dt__td.ui-dt__cell--end,Lead
data-table,light,default,text,text,required,4.5,2.56,FAIL,FAIL,onyx-data-table › span,--ui-data-table-muted-text,#94a3b8,--ui-color-surface,#ffffff,16,400,false,3,--ui-data-table-muted-text → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > label.ui-dt__page-size > span,Rows per page
data-table,light,default,non-text,border,informational,,1.23,INFO,FAIL,onyx-data-table › select.ui-dt__select border,--ui-data-table-border,#e2e8f0,--ui-color-surface,#ffffff,,,,3,--ui-data-table-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > label.ui-dt__page-size > select.ui-dt__select,
data-table,light,default,text,text,required,4.5,2.56,FAIL,FAIL,onyx-data-table › span.ui-dt__range,--ui-data-table-muted-text,#94a3b8,--ui-color-surface,#ffffff,16,400,false,3,--ui-data-table-muted-text → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > span.ui-dt__range,1–3 of 3
data-table,light,default,text,text,exempt-disabled,,2.56,EXEMPT,FAIL,onyx-data-table › button.ui-dt__page-btn [disabled],--ui-data-table-muted-text,#94a3b8,--ui-data-table-bg,#ffffff,16,400,false,5,--ui-data-table-muted-text → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-data-table-bg → --ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > div.ui-dt__pager > button.ui-dt__page-btn,‹
data-table,light,default,non-text,border,exempt-disabled,,1.23,EXEMPT,FAIL,onyx-data-table › button.ui-dt__page-btn [disabled] border,--ui-data-table-border,#e2e8f0,--ui-color-surface,#ffffff,,,,5,--ui-data-table-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > div.ui-dt__pager > button.ui-dt__page-btn,
data-table,light,default,text,text,required,4.5,2.56,FAIL,FAIL,onyx-data-table › span.ui-dt__page-status,--ui-data-table-muted-text,#94a3b8,--ui-color-surface,#ffffff,16,400,false,3,--ui-data-table-muted-text → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > div.ui-dt__pager > span.ui-dt__page-status,Page 1 of 1
data-table,light,default,text,text,required,4.5,16.4,PASS,PASS,onyx-data-table › div.ui-dt__th,--ui-data-table-header-text,#0f172a,--ui-data-table-header-bg,#eff6ff,16,600,false,9,--ui-data-table-header-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th,Email
data-table,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-data-table › button.ui-dt__page-btn,--ui-data-table-text,#0f172a,--ui-data-table-bg,#ffffff,16,400,false,1,--ui-data-table-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-data-table-bg → --ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > div.ui-dt__pager > button.ui-dt__page-btn,›
data-table,light,default,non-text,border,informational,,1.23,INFO,FAIL,onyx-data-table › button.ui-dt__page-btn border,--ui-data-table-border,#e2e8f0,--ui-color-surface,#ffffff,,,,1,--ui-data-table-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > div.ui-dt__pager > button.ui-dt__page-btn,
data-table,light,default,text,text,required,4.5,16.4,PASS,PASS,div.ui-dt__cell--end,--ui-data-table-header-text,#0f172a,--ui-data-table-header-bg,#eff6ff,16,600,false,2,--ui-data-table-header-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th.ui-dt__cell--end,Role
data-table,light,default,non-text,accent,required,3,4.75,PASS,PASS,onyx-checkbox › input.ui-checkbox__el accent-color (UA-drawn checked fill),--ui-checkbox-bg-checked,#2563eb,--ui-data-table-header-bg,#eff6ff,,,,1,--ui-checkbox-bg-checked → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-checkbox.ui-checkbox > label.ui-checkbox__wrap > input.ui-checkbox__el,
data-table,light,default,non-text,accent,required,3,5.17,PASS,PASS,onyx-checkbox › input.ui-checkbox__el accent-color (UA-drawn checked fill),--ui-checkbox-bg-checked,#2563eb,--ui-data-table-bg,#ffffff,,,,3,--ui-checkbox-bg-checked → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-data-table-bg → --ui-color-surface → --ui-white → #ffffff,onyx-checkbox.ui-checkbox > label.ui-checkbox__wrap > input.ui-checkbox__el,
data-table,light,default,text,text,required,4.5,2.56,FAIL,FAIL,onyx-data-table › div.ui-dt__status,--ui-data-table-muted-text,#94a3b8,--ui-data-table-bg,#ffffff,16,400,false,2,--ui-data-table-muted-text → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-data-table-bg → --ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__body > div.ui-dt__status,No members yet
data-table,light,focus,non-text,focus-ring,required,3,4.75,PASS,PASS,onyx-data-table › div.ui-dt__th focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-data-table-header-bg,#eff6ff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th,
data-table,light,focus,non-text,focus-ring,required,3,4.75,PASS,PASS,onyx-data-table › button.ui-dt__sort focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-data-table-header-bg,#eff6ff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th > button.ui-dt__sort,
data-table,light,focus,non-text,focus-ring,required,3,4.75,PASS,PASS,div.ui-dt__cell--end › button.ui-dt__sort focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-data-table-header-bg,#eff6ff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th.ui-dt__cell--end > button.ui-dt__sort,
data-table,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,onyx-data-table › select.ui-dt__select focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > label.ui-dt__page-size > select.ui-dt__select,
data-table,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,onyx-data-table › button.ui-dt__page-btn focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > div.ui-dt__pager > button.ui-dt__page-btn,
data-table,light,focus,non-text,focus-ring,required,3,4.75,PASS,PASS,div.ui-dt__cell--select focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-data-table-header-bg,#eff6ff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th.ui-dt__cell--select,
data-table,light,focus,non-text,focus-ring,required,3,4.75,PASS,PASS,onyx-checkbox › input.ui-checkbox__el focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-data-table-header-bg,#eff6ff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-checkbox.ui-checkbox > label.ui-checkbox__wrap > input.ui-checkbox__el,
data-table,light,hover,text,text,required,4.5,16.4,PASS,PASS,onyx-data-table › div.ui-dt__td,--ui-data-table-text,#0f172a,--ui-data-table-row-hover-bg,#eff6ff,16,400,false,2,--ui-data-table-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-data-table-row-hover-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__body > div.ui-dt__tr > div.ui-dt__td,Ada Lovelace
data-table,light,hover,text,text,required,4.5,16.4,PASS,PASS,div.ui-dt__cell--end,--ui-data-table-text,#0f172a,--ui-data-table-row-hover-bg,#eff6ff,16,400,false,1,--ui-data-table-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-data-table-row-hover-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__body > div.ui-dt__tr > div.ui-dt__td.ui-dt__cell--end,Lead
data-table,light,hover,non-text,border-b,informational,,1.23,INFO,FAIL,onyx-data-table › div.ui-dt__tr border-b,--ui-data-table-row-border,#e2e8f0,--ui-data-table-bg,#ffffff,,,,1,--ui-data-table-row-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-data-table-bg → --ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__body > div.ui-dt__tr,
data-table,light,hover,non-text,border-b-vs-own-bg,informational,,1.13,INFO,FAIL,onyx-data-table › div.ui-dt__tr border-b/inner,--ui-data-table-row-border,#e2e8f0,--ui-data-table-row-hover-bg,#eff6ff,,,,1,--ui-data-table-row-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-data-table-row-hover-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__body > div.ui-dt__tr,
data-table,light,hover,non-text,box,informational,,1.09,INFO,FAIL,onyx-data-table › div.ui-dt__tr box,--ui-data-table-row-hover-bg,#eff6ff,--ui-data-table-bg,#ffffff,,,,1,--ui-data-table-row-hover-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,--ui-data-table-bg → --ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__body > div.ui-dt__tr,
data-table,light,hover,text,text,required,4.5,16.4,PASS,PASS,onyx-data-table › button.ui-dt__page-btn,--ui-data-table-text,#0f172a,--ui-data-table-row-hover-bg,#eff6ff,16,400,false,1,--ui-data-table-text → --ui-color-text → --ui-slate-900 → #0f172a,--ui-data-table-row-hover-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-data-table.ui-data-table > div.ui-dt__footer > div.ui-dt__pager > button.ui-dt__page-btn,›
data-table,light,hover,non-text,border,informational,,1.23,INFO,FAIL,onyx-data-table › button.ui-dt__page-btn border,--ui-data-table-border,#e2e8f0,--ui-color-surface,#ffffff,,,,1,--ui-data-table-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > div.ui-dt__pager > button.ui-dt__page-btn,
data-table,light,hover,non-text,border-vs-own-bg,informational,,1.13,INFO,FAIL,onyx-data-table › button.ui-dt__page-btn border/inner,--ui-data-table-border,#e2e8f0,--ui-data-table-row-hover-bg,#eff6ff,,,,1,--ui-data-table-border → --ui-color-border → --ui-slate-200 → #e2e8f0,--ui-data-table-row-hover-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-data-table.ui-data-table > div.ui-dt__footer > div.ui-dt__pager > button.ui-dt__page-btn,
data-table,light,hover,non-text,box,informational,,1.09,INFO,FAIL,onyx-data-table › button.ui-dt__page-btn box,--ui-data-table-row-hover-bg,#eff6ff,--ui-color-surface,#ffffff,,,,1,--ui-data-table-row-hover-bg → --ui-color-surface-hover → --ui-blue-50 → #eff6ff,--ui-color-surface → --ui-white → #ffffff,onyx-data-table.ui-data-table > div.ui-dt__footer > div.ui-dt__pager > button.ui-dt__page-btn,
data-table,dark,default,non-text,border,informational,,1.72,INFO,FAIL,onyx-data-table › div.ui-dt__grid border,--ui-data-table-border,#334155,--ui-color-surface,#0f172a,,,,6,--ui-data-table-border → --ui-color-border → --ui-slate-700 → #334155,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-data-table.ui-data-table > div.ui-dt__grid,
data-table,dark,default,non-text,border-b,informational,,1.72,INFO,FAIL,onyx-data-table › div.ui-dt__head border-b,--ui-data-table-border,#334155,--ui-data-table-bg,#0f172a,,,,6,--ui-data-table-border → --ui-color-border → --ui-slate-700 → #334155,--ui-data-table-bg → --ui-color-surface → --ui-slate-900 → #0f172a,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__head,
data-table,dark,default,non-text,border-b-vs-own-bg,informational,,1.41,INFO,FAIL,onyx-data-table › div.ui-dt__head border-b/inner,--ui-data-table-border,#334155,--ui-data-table-header-bg,#1e293b,,,,6,--ui-data-table-border → --ui-color-border → --ui-slate-700 → #334155,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-slate-800 → #1e293b,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__head,
data-table,dark,default,non-text,box,informational,,1.22,INFO,FAIL,onyx-data-table › div.ui-dt__head box,--ui-data-table-header-bg,#1e293b,--ui-data-table-bg,#0f172a,,,,6,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-slate-800 → #1e293b,--ui-data-table-bg → --ui-color-surface → --ui-slate-900 → #0f172a,onyx-data-table.ui-data-table > div.ui-dt__grid > div.ui-dt__head,
data-table,dark,default,text,text,required,4.5,13.98,PASS,PASS,onyx-data-table › span,--ui-data-table-header-text,#f8fafc,--ui-data-table-header-bg,#1e293b,16,600,false,3,--ui-data-table-header-text → --ui-color-text → --ui-slate-50 → #f8fafc,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-slate-800 → #1e293b,div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th > button.ui-dt__sort > span,Name
data-table,dark,default,non-text,glyph,required,3,5.71,PASS,PASS,onyx-data-table › span.ui-dt__sort-icon glyph,--ui-data-table-sort-indicator,#94a3b8,--ui-data-table-header-bg,#1e293b,16,600,false,3,--ui-data-table-sort-indicator → --ui-color-text-muted → --ui-slate-400 → #94a3b8,--ui-data-table-header-bg → --ui-color-surface-hover → --ui-slate-800 → #1e293b,div.ui-dt__grid > div.ui-dt__head > div.ui-dt__th > button.ui-dt__sort > span.ui-dt__sort-icon,↕
